E	A
926	-9.7
927	-9.76
928	-9.71
929	-9.82
930	-10.02
931	-9.57
932	-9.84
933	-9.76
934	-9.7
935	-9.53
936	-9.67
937	-9.74
938	-9.81
939	-9.77
940	-9.73
941	-9.81
942	-9.62
943	-9.71
944	-9.75
945	-9.8
946	-9.78
947	-9.86
948	-9.9
949	-9.52
950	-9.84
951	-9.78
952	-9.75
953	-9.8
954	-9.66
955	-9.78
956	-9.7
957	-9.74
958	-9.47
959	-9.84
960	-9.64
961	-9.58
962	-9.82
963	-10.0
964	-9.98
965	-9.94
966	-9.94
967	-9.72
968	-9.7
969	-9.63
970	-9.61
971	-9.83
972	-9.62
973	-9.61
974	-9.85
975	-9.7
976	-9.59
977	-9.61
978	-9.77
979	-9.77
980	-9.71
981	-9.71
982	-9.72
983	-9.78
984	-9.72
985	-9.8
986	-9.71
987	-9.95
988	-9.68
989	-9.74
990	-10.03
991	-9.78
992	-9.68
993	-9.91
994	-9.85
995	-9.62
996	-9.61
997	-9.75
998	-9.77
999	-9.96
1000	-9.87
