E	A
810	-8.67
811	-8.65
812	-8.77
813	-8.75
814	-8.69
815	-8.72
816	-8.9
817	-8.67
818	-8.63
819	-8.68
820	-8.65
821	-8.74
822	-8.76
823	-8.75
824	-8.77
825	-8.65
826	-8.7
827	-8.68
828	-8.75
829	-8.7
830	-8.66
831	-8.65
832	-8.76
833	-8.62
834	-8.66
835	-8.58
836	-8.69
837	-8.81
838	-8.85
839	-8.8
840	-8.76
841	-8.77
842	-8.64
843	-8.68
844	-8.62
845	-8.67
846	-8.62
847	-8.69
848	-8.62
849	-8.8
850	-8.68
851	-8.67
852	-8.73
853	-8.67
854	-8.66
855	-8.71
856	-8.62
857	-8.65
858	-8.66
859	-8.66
860	-8.63
861	-8.75
862	-8.66
863	-8.62
864	-8.66
865	-8.69
866	-8.6
867	-8.78
868	-8.79
869	-8.78
870	-8.74
871	-8.53
872	-8.72
873	-8.65
874	-8.73
875	-8.58
876	-8.67
877	-8.6
878	-8.67
879	-8.71
880	-8.77
881	-8.71
882	-8.69
883	-8.69
884	-8.58
885	-8.61
886	-8.73
887	-8.67
888	-8.77
889	-8.7
890	-8.64
891	-8.69
892	-8.75
893	-8.76
894	-8.65
895	-8.65
896	-8.66
897	-8.71
898	-8.64
899	-8.66
900	-8.65
901	-8.75
902	-8.63
903	-8.75
904	-8.8
905	-8.77
906	-8.64
907	-8.68
908	-8.66
909	-8.68
910	-8.64
911	-8.79
912	-8.73
913	-8.63
914	-8.71
915	-8.72
916	-8.78
917	-8.66
918	-8.64
919	-8.73
920	-8.72
921	-8.64
922	-8.7
923	-8.77
924	-8.76
925	-8.81
926	-8.78
927	-8.54
928	-8.63
929	-8.86
930	-8.63
931	-8.77
932	-8.77
933	-8.67
934	-8.73
935	-8.7
936	-8.75
937	-8.63
938	-8.64
939	-8.74
940	-8.75
941	-8.75
942	-8.67
943	-8.72
944	-8.66
945	-8.62
946	-8.73
947	-8.79
948	-8.76
949	-8.86
950	-8.69
951	-8.62
952	-8.74
953	-8.79
954	-8.67
955	-8.71
956	-8.92
957	-8.73
958	-8.66
959	-8.81
960	-8.77
961	-8.6
962	-8.61
963	-8.69
964	-8.76
965	-8.8
966	-8.75
967	-8.69
968	-8.68
969	-8.74
970	-8.72
971	-8.78
972	-8.69
973	-8.71
974	-8.83
975	-8.68
976	-8.74
977	-8.79
978	-8.77
979	-8.7
980	-8.62
981	-8.69
982	-8.69
983	-8.84
984	-8.78
985	-8.64
986	-8.71
987	-8.81
988	-8.65
989	-8.79
990	-8.76
991	-8.82
992	-8.76
993	-8.68
994	-8.83
995	-8.71
996	-8.73
997	-8.76
998	-8.63
999	-8.71
1000	-8.75
