E	A
983	-9.36
984	-9.28
985	-9.37
986	-9.12
987	-9.44
988	-9.41
989	-9.25
990	-9.17
991	-8.99
992	-9.22
993	-9.4
994	-9.36
995	-9.36
996	-9.08
997	-9.21
998	-9.03
999	-9.17
1000	-9.47
