E	A
892	-8.68
893	-8.69
894	-8.73
895	-8.76
896	-8.59
897	-8.58
898	-8.76
899	-8.71
900	-8.8
901	-8.83
902	-8.58
903	-8.8
904	-8.61
905	-8.67
906	-8.71
907	-8.65
908	-8.59
909	-8.64
910	-8.6
911	-8.74
912	-8.74
913	-8.66
914	-8.72
915	-8.62
916	-8.54
917	-8.57
918	-8.67
919	-8.8
920	-8.72
921	-8.55
922	-8.64
923	-8.71
924	-8.68
925	-8.7
926	-8.6
927	-8.62
928	-8.6
929	-8.67
930	-8.62
931	-8.7
932	-8.67
933	-8.71
934	-8.7
935	-8.65
936	-8.76
937	-8.8
938	-8.62
939	-8.59
940	-8.74
941	-8.72
942	-8.75
943	-8.64
944	-8.57
945	-8.7
946	-8.71
947	-8.73
948	-8.72
949	-8.67
950	-8.71
951	-8.66
952	-8.63
953	-8.67
954	-8.77
955	-8.68
956	-8.7
957	-8.69
958	-8.81
959	-8.73
960	-8.79
961	-8.74
962	-8.79
963	-8.63
964	-8.68
965	-8.69
966	-8.64
967	-8.72
968	-8.81
969	-8.73
970	-8.77
971	-8.7
972	-8.69
973	-8.76
974	-8.62
975	-8.78
976	-8.62
977	-8.68
978	-8.83
979	-8.59
980	-8.73
981	-8.73
982	-8.61
983	-8.73
984	-8.66
985	-8.77
986	-8.61
987	-8.73
988	-8.72
989	-8.64
990	-8.76
991	-8.73
992	-8.75
993	-8.6
994	-8.75
995	-8.77
996	-8.65
997	-8.64
998	-8.75
999	-8.76
1000	-8.74
